candidate_id,predicted_fit_score,name,headline,current_role,market_demand_score,days_since_active,technical_credibility_score,trust_score,semantic_score
CAND_0032472,40.057119878395184,Aarohi Shah,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.652,141,0.332,0.977,0.56464064
CAND_0076482,40.04072824253035,Tanvi Chatterjee,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.835,101,0.8403,0.928,0.5193571
CAND_0073835,40.036173468984444,Avni Iyengar,QA Engineer | Cloud & DevOps,QA Engineer,0.305,114,0.314,0.809,0.5362016
CAND_0024155,40.02380526167918,Aarohi Menon,QA Engineer | Backend systems & APIs,QA Engineer,0.4854,189,0.2304,0.771,0.5318091
CAND_0009162,40.016044199408334,Rohan Mittal,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.5408,43,0.4244,0.829,0.52443063
CAND_0001036,40.01325211863394,Ayaan Kumar,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.6862,68,0.2916,0.837,0.5547518
CAND_0001707,39.99629705075339,Sanjay Gupta,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.985,108,0.2787,0.976,0.5067936
CAND_0004848,39.993946019925616,Kabir Desai,Junior ML Engineer | Building ML-powered solutions,Junior ML Engineer,0.4706,116,0.4925,0.92,0.50356984
CAND_0000116,39.98940711208402,Divya Gupta,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.5526,22,0.2582,0.886,0.5140321
CAND_0043904,39.97879215071498,Arjun Pandey,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.664,51,0.3148,0.794,0.5230656
CAND_0089464,39.97331771651613,Divya Verma,Data Engineer | Data pipelines & analytics,Data Engineer,0.6774,108,0.5472,0.793,0.5220468
CAND_0034328,39.962267320481686,Pranav Mehta,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.4512,19,0.4044,0.822,0.48495966
CAND_0074895,39.94967950523375,Ela Mittal,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.4038,142,0.3622,0.762,0.5661648
CAND_0013384,39.94362692219055,Jay Sen,DevOps Engineer | Backend systems & APIs,DevOps Engineer,0.375,42,0.3244,0.784,0.5620409
CAND_0018888,39.93896189299232,Shreya Trivedi,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.808,19,0.6962,0.876,0.55059314
CAND_0058606,39.90859858514657,Zara Verma,Analytics Engineer | 5.1+ yrs in data engineering,Analytics Engineer,0.6738,97,0.4187,0.852,0.57249916
CAND_0000969,39.89092817350567,Dhruv Pillai,AI Specialist | 5.5 yrs in analytics & ML,AI Specialist,0.913,26,0.2,0.917,0.5506253
CAND_0097037,39.883552693035156,Anil Banerjee,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.826,88,0.3038,1.0,0.5618025
CAND_0033352,39.86983069780141,Aarohi Dutta,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,0.907,35,0.4068,0.784,0.49147934
CAND_0018701,39.86910822307508,Advik Khanna,Junior ML Engineer | Building ML-powered solutions,Junior ML Engineer,0.79,58,0.4802,0.786,0.53882957
CAND_0011757,39.86308084559571,Kavya Trivedi,Junior ML Engineer | Building ML-powered solutions,Junior ML Engineer,0.5484,77,0.4514,0.78,0.5513768
CAND_0069643,39.86062185819753,Manish Mittal,Senior Software Engineer | 7.1+ yrs in data engineering,Senior Software Engineer,0.4448,24,0.4287,0.851,0.57936627
CAND_0091552,39.858493498072704,Rahul Verma,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.4348,30,0.4824,0.811,0.52509576
CAND_0082672,39.850225319908496,Aarav Mishra,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.3154,195,0.2276,0.927,0.5555841
CAND_0049831,39.821689393805414,Ira Kapoor,Computer Vision Engineer | 5.4 yrs in analytics & ML,Computer Vision Engineer,0.9896,66,0.6567,0.918,0.54663414
CAND_0044664,39.81439239690425,Pranav Dalal,Mobile Developer | Full-stack development,Mobile Developer,0.449,115,0.4704,0.93,0.5739954
CAND_0061075,39.7973431982379,Sanjay Shah,Data Engineer | 7.5+ yrs in data engineering,Data Engineer,0.7804,77,0.4204,0.928,0.55000913
CAND_0098288,39.79593404460629,Nikhil Naidu,Junior ML Engineer | 6.7 yrs in analytics & ML,Junior ML Engineer,0.82,116,0.412,0.996,0.5236028
CAND_0006970,39.79365230431271,Shaurya Dutta,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.4454,82,0.5456,0.919,0.57564914
CAND_0057162,39.792103603357376,Aadhya Bansal,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.637,73,0.3622,0.8,0.5230645
CAND_0089747,39.78728008296055,Aarav Chowdary,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.6878,109,0.4808,0.865,0.5792483
CAND_0066834,39.783429336440555,Arnav Desai,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.802,34,0.2316,0.777,0.5330823
CAND_0001968,39.776077896213664,Sanjay Chopra,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.5088,29,0.3766,0.853,0.55862993
CAND_0019650,39.77284975702207,Pranav Reddy,Data Engineer | 3.2+ yrs in data engineering,Data Engineer,0.5502,88,0.5216,0.792,0.57014406
CAND_0003557,39.76756177937927,Aadhya Verma,ML Engineer | Building ML-powered solutions,ML Engineer,1.0,111,0.4644,0.908,0.55934006
CAND_0084738,39.7470818748694,Pari Pandey,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.4276,35,0.537,1.0,0.5200021
CAND_0043829,39.74643328779677,Advaith Joshi,AI Research Engineer | 4.8 yrs in analytics & ML,AI Research Engineer,1.0,19,0.4264,1.0,0.5885122
CAND_0022599,39.7434684048686,Yash Joshi,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.9092,32,0.3655,0.934,0.5747797
CAND_0007675,39.74098127473402,Dhruv Trivedi,Senior Data Engineer | 7.1+ yrs in data engineering,Senior Data Engineer,0.8952,53,0.4868,0.765,0.56651056
CAND_0071839,39.73686188377741,Aryan Gupta,Mobile Developer | Full-stack development,Mobile Developer,0.6764,184,0.2684,0.826,0.5405029
CAND_0058791,39.73055428271836,Advik Khanna,AI Research Engineer | 4.1 yrs in analytics & ML,AI Research Engineer,0.736,28,0.19,0.999,0.56197953
CAND_0022608,39.72140540701999,Kiara Malhotra,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.2856,120,0.5208,0.924,0.5772941
CAND_0031520,39.68895257415734,Atharv Desai,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.3816,71,0.5832,0.835,0.57140076
CAND_0063862,39.68448171407286,Kavya Kapoor,ML Engineer | Building ML-powered solutions,ML Engineer,1.0,23,0.463,0.798,0.51592004
CAND_0046543,39.67955664946337,Sanjay Subramanian,Data Engineer | 7.6+ yrs in data engineering,Data Engineer,0.8968,143,0.414,0.808,0.46365857
CAND_0055263,39.65089932730455,Yash Patel,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.5834,98,0.5061,0.903,0.5059775
CAND_0098952,39.649398359826456,Dev Sethi,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.8048,102,0.6452,0.781,0.5767553
CAND_0049808,39.640347871160905,Advik Joshi,Data Analyst | Data pipelines & analytics,Data Analyst,0.6248,96,0.318,0.899,0.5096626
CAND_0053001,39.62826125109637,Kiara Sharma,Software Engineer | 6.6+ yrs in data engineering,Software Engineer,0.7706,133,0.2394,0.944,0.5232743
CAND_0033405,39.61270012969551,Sunil Iyengar,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.97,88,0.3702,0.771,0.5161107
CAND_0040192,39.609296740864664,Vikram Tiwari,Software Engineer | Data pipelines & analytics,Software Engineer,0.5404,119,0.4918,0.747,0.5530783
CAND_0002637,39.605710565167776,Ved Iyengar,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.887,145,0.3819,0.853,0.5500895
CAND_0000360,39.591235512739125,Krishna Agarwal,Mobile Developer | Full-stack development,Mobile Developer,0.4878,106,0.194,0.856,0.5166244
CAND_0081480,39.586475792469244,Sneha Hegde,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,0.9432,77,0.6268,0.762,0.53818965
CAND_0093839,39.58566913650927,Vihaan Vora,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.6344,98,0.5323,0.946,0.525338
CAND_0085008,39.58485160656733,Jay Sethi,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.7432,132,0.2068,0.971,0.5420819
CAND_0080653,39.584170292897056,Ishaan Menon,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.3648,37,0.5898,0.83,0.51892614
CAND_0014005,39.57947682019131,Amit Bansal,Data Engineer | Data pipelines & analytics,Data Engineer,0.3672,101,0.4265,0.967,0.53958124
CAND_0047964,39.57387612616379,Yash Sen,Senior Data Engineer | 6.0+ yrs in data engineering,Senior Data Engineer,0.6372,136,0.4002,0.756,0.51248753
CAND_0071353,39.56095499980632,Vivaan Chopra,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.518,111,0.2368,0.901,0.58120966
CAND_0074779,39.547055408620174,Naina Gupta,Senior Software Engineer | 5.4+ yrs in data engineering,Senior Software Engineer,0.5078,138,0.282,0.895,0.5640397
CAND_0036416,39.54282256482771,Priya Saxena,ML Engineer | 5.2 yrs in analytics & ML,ML Engineer,0.82,107,0.439,0.984,0.5240133
CAND_0024897,39.53771567853831,Divya Kumar,.NET Developer | Full-stack development,.NET Developer,0.2628,123,0.3012,0.82,0.48077095
CAND_0063500,39.52433169023479,Kiara Bose,Data Engineer | 2.8+ yrs in data engineering,Data Engineer,0.7784,132,0.6568,0.904,0.53300357
CAND_0090093,39.51455772733838,Diya Bose,Data Scientist | Building ML-powered solutions,Data Scientist,0.6352,69,0.236,0.764,0.50932175
CAND_0007596,39.5127020578986,Shaurya Gupta,Junior ML Engineer | 4.4 yrs in analytics & ML,Junior ML Engineer,0.925,24,0.4445,0.928,0.5747683
CAND_0045250,39.5127020578986,Priya Pandey,"Applied ML Engineer | Search, Ranking & Retrieval",Applied ML Engineer,0.877,47,0.4751,0.998,0.5584583
CAND_0058923,39.49155927049831,Anika Joshi,Backend Engineer | 4.2+ yrs in data engineering,Backend Engineer,0.672,40,0.5028,0.811,0.5608287
CAND_0011687,39.489519195634564,Shreya Tiwari,Senior NLP Engineer | Production ML at scale | 7.8+ yrs,Senior NLP Engineer,0.9224,36,0.7716,0.799,0.56175196
CAND_0077504,39.48866269380965,Anil Tiwari,Data Scientist | Building ML-powered solutions,Data Scientist,0.6076,96,0.2266,0.798,0.52693045
CAND_0013153,39.48799896551695,Nisha Verma,Computer Vision Engineer | Data Science & ML enthusiast,Computer Vision Engineer,0.841,117,0.4268,0.94,0.5042236
CAND_0043637,39.4827975077852,Ela Menon,Junior ML Engineer | Data Science & ML enthusiast,Junior ML Engineer,0.9648,22,0.3123,1.0,0.52106905
CAND_0064687,39.47226014227363,Sai Mittal,Senior Data Engineer | 7.1+ yrs in data engineering,Senior Data Engineer,0.4606,50,0.3782,0.894,0.54019505
CAND_0090584,39.471969226337826,Amit Goyal,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.91,108,0.6796,0.92,0.5110263
CAND_0041083,39.45485845785027,Pranav Bose,Computer Vision Engineer | 6.2 yrs in analytics & ML,Computer Vision Engineer,0.5054,116,0.6818,0.821,0.5242548
CAND_0079941,39.454612469642804,Sneha Vora,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.4162,130,0.3096,0.991,0.5150354
CAND_0085199,39.4542360079801,Avni Sharma,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.97,60,0.2464,1.0,0.5500927
CAND_0017916,39.44532109047045,Shaurya Tiwari,Software Engineer | Backend systems & APIs,Software Engineer,0.576,19,0.5164,0.898,0.5708571
CAND_0062948,39.44058543417038,Naina Tiwari,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.5338,119,0.3722,0.941,0.52068007
CAND_0049978,39.42756888867255,Kabir Arora,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.91,116,0.634,1.0,0.56644416
CAND_0067828,39.40672929973976,Neha Krishnan,Senior Software Engineer | Data pipelines & analytics,Senior Software Engineer,0.662,26,0.66,0.789,0.55018723
CAND_0057177,39.39898546990158,Riya Reddy,Software Engineer | Cloud & DevOps,Software Engineer,0.4204,188,0.2968,0.924,0.5826465
CAND_0042596,39.39694932034481,Myra Chowdary,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.7848,37,0.2548,0.829,0.48350686
CAND_0087778,39.39694932034481,Nikhil Chopra,Data Scientist | Data Science & ML enthusiast,Data Scientist,1.0,20,0.4339,0.809,0.46522748
CAND_0086801,39.39367808228743,Myra Iyer,Computer Vision Engineer | 6.6 yrs in analytics & ML,Computer Vision Engineer,0.7668,113,0.5528,0.971,0.49752083
CAND_0075249,39.38978349585137,Ishaan Arora,"Applied ML Engineer | Search, Ranking & Retrieval",Applied ML Engineer,0.835,67,0.6191,0.801,0.5498959
CAND_0074549,39.38527080252926,Kabir Iyengar,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.3224,132,0.4,0.837,0.55833936
CAND_0008300,39.373837904559615,Dhruv Goyal,Cloud Engineer | Cloud & DevOps,Cloud Engineer,0.646,177,0.302,0.894,0.5319054
CAND_0054194,39.368992542717976,Avni Vora,Sales Executive | AI enthusiast | Building with LLMs,Sales Executive,0.3634,34,0.064,0.82,0.6110221
CAND_0044135,39.36457588531595,Vikram Sethi,Computer Vision Engineer | 6.7 yrs in analytics & ML,Computer Vision Engineer,0.4408,105,0.4032,0.973,0.5030111
CAND_0063908,39.353933298218955,Sai Shetty,.NET Developer | Full-stack development,.NET Developer,0.5654,112,0.4052,0.905,0.5552363
CAND_0064256,39.35121461701421,Meera Gupta,Junior ML Engineer | 6.4 yrs in analytics & ML,Junior ML Engineer,0.721,24,0.4587,1.0,0.5186579
CAND_0033219,39.34656803053852,Shreya Goyal,Backend Engineer | 5.5+ yrs in data engineering,Backend Engineer,0.6104,149,0.3145,0.891,0.58300424
CAND_0094400,39.322062543684865,Ela Ghosh,Computer Vision Engineer | 5.5 yrs in analytics & ML,Computer Vision Engineer,0.6622,73,0.5764,0.762,0.5098134
CAND_0086114,39.31839510810883,Shaurya Reddy,Frontend Engineer | Cloud & DevOps,Frontend Engineer,0.5504,40,0.6264,0.852,0.5445639
CAND_0014292,39.30832152854156,Anjali Sen,Software Engineer | Data pipelines & analytics,Software Engineer,0.5188,36,0.5082,0.944,0.57179713
CAND_0098690,39.3034946114729,Anika Rao,"Software Engineer | SQL, Spark, Cloud",Software Engineer,0.876,121,0.114,0.936,0.58826345
CAND_0053545,39.299472897296354,Dev Reddy,Graphic Designer | AI enthusiast | Building with LLMs,Graphic Designer,0.3838,21,0.2968,0.789,0.58180404
CAND_0043786,39.28575086988609,Saanvi Saxena,"Data Analyst | SQL, Spark, Cloud",Data Analyst,0.4136,138,0.4978,0.793,0.52846694
CAND_0082184,39.283737344967676,Tanvi Pillai,Operations Manager | Exploring AI & GenAI applications,Operations Manager,0.3602,143,0.0432,0.897,0.6156999
CAND_0018659,39.282635582231734,Nisha Chowdary,Frontend Engineer | Backend systems & APIs,Frontend Engineer,0.5358,78,0.338,0.893,0.53829336
CAND_0028227,39.281939557286805,Neha Mishra,QA Engineer | Backend systems & APIs,QA Engineer,0.4998,123,0.5871,0.978,0.53979546
CAND_0031885,39.261796806742076,Dhruv Naidu,"Data Analyst | SQL, Spark, Cloud",Data Analyst,0.5452,73,0.5244,0.831,0.51326686
CAND_0042553,39.26139057045254,Amit Mishra,Software Engineer | Cloud & DevOps,Software Engineer,0.4372,165,0.2804,0.79,0.5839217
CAND_0018454,39.25355079358405,Suresh Saxena,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.6152,30,0.3943,0.957,0.49021265
CAND_0089709,39.24649441249775,Vihaan Gupta,Software Engineer | Full-stack development,Software Engineer,0.6228,127,0.3722,0.971,0.5684211
CAND_0046621,39.245080558269784,Aarav Sharma,AI Research Engineer | 6.6 yrs in analytics & ML,AI Research Engineer,0.6442,75,0.4874,0.827,0.55653334
CAND_0027498,39.24466168406154,Pari Khanna,Software Engineer | Cloud & DevOps,Software Engineer,0.649,143,0.1752,0.966,0.5830363
CAND_0080465,39.243682923071994,Kabir Goyal,ML Engineer | Data Science & ML enthusiast,ML Engineer,1.0,21,0.7405,1.0,0.5473217
CAND_0085383,39.23145690861715,Sanjay Hegde,Senior Data Engineer | 6.5+ yrs in data engineering,Senior Data Engineer,0.7712,72,0.5476,0.83,0.56208706
CAND_0094165,39.221674317732834,Siya Arora,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.66,19,0.6843,0.959,0.58094406
CAND_0099213,39.219016143488375,Ved Hegde,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.4442,40,0.3308,0.924,0.5663131
CAND_0074305,39.21160033661626,Neha Kapoor,"Data Analyst | SQL, Spark, Cloud",Data Analyst,0.6546,64,0.35,0.814,0.5169548
CAND_0033350,39.21160033661626,Karan Sen,Data Scientist | Data Science & ML enthusiast,Data Scientist,1.0,31,0.3006,0.811,0.52956617
CAND_0079002,39.206364060428584,Priya Mukherjee,Frontend Engineer | Cloud & DevOps,Frontend Engineer,0.3752,147,0.3256,0.838,0.53338146
CAND_0071950,39.20094811792813,Aadhya Subramanian,Mobile Developer | Backend systems & APIs,Mobile Developer,0.303,43,0.3144,0.858,0.5636376
CAND_0052579,39.198443028504194,Ira Patel,Computer Vision Engineer | 3.3 yrs in analytics & ML,Computer Vision Engineer,0.6936,104,0.5108,0.938,0.50059485
CAND_0093757,39.19461647198091,Neha Saxena,Cloud Engineer | Full-stack development,Cloud Engineer,0.3952,196,0.418,0.981,0.5708669
CAND_0072688,39.18102502217567,Rajesh Goyal,Data Scientist | 6.9 yrs in analytics & ML,Data Scientist,0.961,23,0.5098,1.0,0.5344094
CAND_0045671,39.174789532637504,Meera Krishnan,Full Stack Developer | Full-stack development,Full Stack Developer,0.3628,175,0.4982,0.859,0.56702304
CAND_0069617,39.168746713110096,Manish Dutta,.NET Developer | Cloud & DevOps,.NET Developer,0.5002,138,0.252,0.942,0.4913252
CAND_0033956,39.16694512975737,Anil Mittal,.NET Developer | Cloud & DevOps,.NET Developer,0.6374,100,0.3448,0.837,0.45262694
CAND_0080208,39.16150457889432,Naina Desai,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.4396,43,0.4208,0.777,0.5103996
CAND_0065561,39.1459338087819,Anil Sharma,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.9336,49,0.4618,0.759,0.5041139
CAND_0094025,39.143021301833784,Anil Bhatia,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.5928,80,0.3318,0.814,0.4824737
CAND_0018293,39.14128701542131,Divya Joshi,Data Scientist | Building ML-powered solutions,Data Scientist,0.955,77,0.4427,0.986,0.4635306
CAND_0041233,39.120638738212556,Saanvi Dutta,Data Scientist | 3.1 yrs in analytics & ML,Data Scientist,0.8792,117,0.5425,0.846,0.5518498
CAND_0070389,39.11496224449169,Pranav Tiwari,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.5962,142,0.6256,0.761,0.50503486
CAND_0041183,39.11326623027419,Priya Patel,Mobile Developer | Full-stack development,Mobile Developer,0.612,172,0.3416,0.823,0.5475048
CAND_0068513,39.094716585978,Tanya Joshi,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,1.0,23,0.4329,1.0,0.5296005
CAND_0016496,39.093386825731265,Sai Kumar,Java Developer | Backend systems & APIs,Java Developer,0.417,30,0.3232,0.986,0.54658794
CAND_0063622,39.0920857038205,Reyansh Chatterjee,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,0.7296,24,0.2836,0.92,0.48703974
CAND_0000165,39.091182373553,Suresh Reddy,AI Specialist | Building ML-powered solutions,AI Specialist,0.7084,35,0.7575,0.788,0.52561915
CAND_0001131,39.091182373553,Aarav Goyal,ML Engineer | Building ML-powered solutions,ML Engineer,0.751,80,0.572,0.764,0.52982074
CAND_0021491,39.091182373553,Aarohi Hegde,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.796,57,0.7013,0.799,0.53964084
CAND_0009688,39.08249580251166,Aarav Naidu,"Data Engineer | SQL, Spark, Cloud",Data Engineer,0.7928,117,0.3948,0.947,0.5358478
CAND_0026727,39.080202917759465,Rajesh Banerjee,Data Analyst | Data pipelines & analytics,Data Analyst,0.6218,137,0.5034,0.812,0.4919708
CAND_0030300,39.07796126268508,Nisha Shetty,Mobile Developer | Full-stack development,Mobile Developer,0.512,120,0.2796,0.808,0.5255056
CAND_0049540,39.07270798063884,Pranav Iyer,ML Engineer | Data Science & ML enthusiast,ML Engineer,1.0,20,0.4448,1.0,0.52406734
CAND_0098780,39.07270798063884,Shreya Singh,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.5434,58,0.3176,0.895,0.5374893
CAND_0075187,39.07203731102388,Priya Patel,.NET Developer | Full-stack development,.NET Developer,0.743,149,0.4052,0.963,0.53724754
CAND_0085904,39.06309183772127,Ananya Sharma,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.4582,61,0.2214,0.97,0.5582285
CAND_0024768,39.05699867453248,Pooja Agarwal,Frontend Engineer | Backend systems & APIs,Frontend Engineer,0.6218,57,0.366,0.893,0.55571526
CAND_0077819,39.056403579125835,Vikram Pillai,Mobile Developer | Cloud & DevOps,Mobile Developer,0.5796,27,0.3304,0.829,0.4940955
CAND_0064888,39.049442131404675,Riya Kumar,ML Engineer | Building ML-powered solutions,ML Engineer,0.9624,21,0.4308,1.0,0.48819515
CAND_0065514,39.04848557782334,Krishna Chopra,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.775,32,0.6248,0.8,0.52097094
CAND_0073026,39.04610287755599,Sunil Menon,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.4978,176,0.2252,0.816,0.57488364
CAND_0016728,39.031103697555004,Ela Malhotra,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.5068,73,0.253,0.941,0.5679946
CAND_0046132,39.02355588113105,Ishaan Pillai,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.8904,20,0.3252,1.0,0.5770104
CAND_0043957,39.02260333877053,Meera Pandey,Data Analyst | 6.5+ yrs in data engineering,Data Analyst,0.8686,30,0.4412,0.763,0.53224105
CAND_0030049,39.02260333877053,Priya Pillai,"Data Analyst | SQL, Spark, Cloud",Data Analyst,0.4472,29,0.7136,0.769,0.5011965
CAND_0053507,39.02024649413344,Nisha Menon,Project Manager | Generative AI explorer,Project Manager,0.3108,227,0.1768,0.792,0.6789568
CAND_0070463,39.016232970263104,Dev Mehta,Data Scientist | Building ML-powered solutions,Data Scientist,0.73,96,0.4752,1.0,0.516025
CAND_0013928,39.00466158536863,Kiara Mittal,QA Engineer | Full-stack development,QA Engineer,0.315,143,0.2904,0.911,0.5619736
CAND_0008615,38.99429619483181,Vikram Gupta,Data Analyst | Data pipelines & analytics,Data Analyst,0.3938,109,0.2216,0.918,0.5329106
CAND_0018094,38.9808630966222,Pranav Mehta,ML Engineer | 5.2 yrs in analytics & ML,ML Engineer,0.9408,67,0.3203,0.89,0.541078
CAND_0085191,38.952892119608514,Shaurya Sharma,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.2616,149,0.41,0.779,0.5511496
CAND_0096142,38.95181011480026,Pranav Sethi,"Applied ML Engineer | Search, Ranking & Retrieval",Applied ML Engineer,0.97,25,0.868,0.773,0.5488632
CAND_0059017,38.947535569697074,Pooja Mishra,AI Research Engineer | 6.8 yrs in analytics & ML,AI Research Engineer,0.816,76,0.7381,0.998,0.5478356
CAND_0035376,38.939203402790874,Amit Kumar,Analytics Engineer | 4.0+ yrs in data engineering,Analytics Engineer,0.808,137,0.3619,0.824,0.5270337
CAND_0022938,38.93298232572597,Aarav Mishra,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.4712,145,0.5009,0.881,0.4928978
CAND_0029183,38.93244020604005,Yash Bose,Java Developer | Full-stack development,Java Developer,0.472,129,0.32,1.0,0.5908998
CAND_0061257,38.91940271737875,Advaith Pillai,Senior Engineer | 8.0+ yrs in production systems,Staff Machine Learning Engineer,0.664,60,0.5714,1.0,0.56899107
CAND_0044871,38.918858750341435,Yash Dalal,Java Developer | Full-stack development,Java Developer,0.3544,197,0.2476,0.826,0.5813796
CAND_0020694,38.90451736968078,Advik Rao,Data Engineer | 2.0+ yrs in data engineering,Data Engineer,0.6504,140,0.308,0.805,0.5543952
CAND_0042506,38.901917076583125,Zara Pandey,"Search Engineer | Search, Ranking & Retrieval",Search Engineer,0.6328,24,0.751,0.933,0.57445997
CAND_0054805,38.89139818507465,Zara Saxena,DevOps Engineer | Full-stack development,DevOps Engineer,0.414,85,0.2564,0.887,0.56436354
CAND_0036474,38.889498167265344,Kabir Menon,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.6588,64,0.6206,0.958,0.49021012
CAND_0008295,38.889498167265344,Om Mehta,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.5794,20,0.4712,0.97,0.5336828
CAND_0094957,38.88735899691029,Sneha Bhatia,"Data Analyst | SQL, Spark, Cloud",Data Analyst,0.7622,89,0.4584,0.912,0.4849757
CAND_0040448,38.88448392151109,Pari Kapoor,QA Engineer | Cloud & DevOps,QA Engineer,0.4002,55,0.3466,0.784,0.49919313
CAND_0093763,38.87993357181955,Krishna Nair,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),0.892,22,0.4236,1.0,0.5352643
CAND_0043523,38.87209367337253,Manish Rao,Java Developer | Backend systems & APIs,Java Developer,0.543,177,0.2632,0.772,0.54351956
CAND_0075502,38.86926841503384,Manish Bose,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),1.0,118,0.644,0.854,0.5586611
CAND_0026565,38.86919341369138,Atharv Mittal,Senior Software Engineer | Data pipelines & analytics,Senior Software Engineer,0.6944,130,0.3847,0.875,0.5407739
CAND_0058061,38.86441119784048,Vivaan Mukherjee,Data Engineer | 7.4+ yrs in data engineering,Data Engineer,0.6228,85,0.182,0.978,0.5569482
CAND_0018613,38.8582742082626,Reyansh Malhotra,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),1.0,58,0.2781,0.956,0.5270318
CAND_0073096,38.855711902624414,Vikram Sharma,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.3728,117,0.1792,0.847,0.488388
CAND_0047763,38.854274984860275,Anil Bose,Analytics Engineer | 7.6+ yrs in data engineering,Analytics Engineer,0.8746,123,0.4242,0.84,0.54410374
CAND_0015057,38.85084878317186,Anil Rao,ML Engineer | 4.6 yrs in analytics & ML,ML Engineer,0.583,22,0.3683,0.951,0.524787
CAND_0083637,38.85024792542693,Diya Bansal,ML Engineer | Building ML-powered solutions,ML Engineer,0.8052,40,0.4637,0.859,0.5474583
CAND_0085643,38.849630644223105,Aisha Trivedi,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.604,75,0.4052,0.811,0.53079545
CAND_0043312,38.84292773782204,Amit Ghosh,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,0.796,76,0.792,1.0,0.5240928
CAND_0054795,38.842308632615016,Yash Sen,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.5192,89,0.6038,0.929,0.5472599
